,Run #,Run #_EIS,Sample #,x (cm),y (cm),Pt (Atomic%),Pd (Atomic%),Au (Atomic%),Ir (Atomic%),iR drop (Ω),Notes,d_average,EN,IE,SE,d_band,IR,overP0,J0,Voc0,overP1,J1,Voc1,overP2,J2,Voc2,overP3,J3,Voc3,overP4,J4,Voc4
82,Run10-2,Run10-2,37,0,-2,0.2258,0.0858,0.5901,0.0984,58.26,,9.48,1.431444,9.068011,1.110182,-2.973444,78.54005,0.714573059,-1.215806862,1.331254918,0.703799779,-1.047260437,1.041233162,0.709091355,-1.755120918,1.023178263,0.707131002,-1.229471896,1.019263086,0.706351181,-1.028920172,1.025178263
83,Run10-2,Run10-2,38,1,-2,0.1493,0.0806,0.6372,0.1329,67.62,,9.452,1.434621,9.083401,1.103508,-3.032274,82.761,0.68966024,-0.912718414,1.301042613,0.662009529,-0.373002247,1.049295564,0.666120351,-0.48240822,1.019258206,0.661045968,-0.377047422,1.023249599,0.658521126,-0.316657979,1.019298436
84,Run10-2,Run10-2,39,2,-2,0.1098,0.0749,0.626,0.1894,60.39,,9.323,1.441717,9.085372,1.157942,-3.012311,86.71306,0.631912549,-0.440576293,1.281280316,0.552371364,0.236371091,1.029199413,0.568769294,0.201623093,1.009286299,0.589261913,0.128371882,0.957229155,0.601385813,0.073335282,0.975298361
85,Run10-2,Run10-2,40,3,-2,0.0868,0.0861,0.555,0.2721,65.45,,9.0969,1.451082,9.059189,1.274926,-2.902794,92.47388,0.599940046,-0.336470263,1.361227685,0.450856761,0.500300167,1.117295043,0.437219893,0.541374105,1.081253301,0.432209915,0.556654143,1.031205677,0.43547998,0.552083422,1.043127999
86,Run10-2,Run10-2,41,-2,-3,0.4761,0.092,0.3936,0.0383,58.17,,9.409,1.428061,9.009615,1.206496,-2.721614,,,,,,,,,,,,,,,,
87,Run10-2,Run10-2,42,-1,-3,0.3729,0.0909,0.4797,0.0566,56.92,,9.4583,1.428595,9.034623,1.157724,-2.83253,77.88223,0.759075299,-0.756975995,1.281260669,0.765587448,-0.714149301,1.09518785,0.782619618,-0.72906239,1.09306869,0.775078721,-0.792170863,1.10923637,0.773493145,-0.698019995,1.107295826
88,Run10-2,Run10-2,43,0,-3,0.2573,0.0782,0.5824,0.0821,58.92,,9.4964,1.430345,9.069585,1.103756,-2.968606,79.41615,0.727233032,-2.068020555,1.411281973,0.713911741,-1.299453546,1.087262674,0.721877888,,1.077207877,0.719631992,-2.034928969,1.081290232,0.718751124,-1.354780602,1.061279193
89,Run10-2,Run10-2,44,1,-3,0.17,0.0678,0.6538,0.1084,60.95,,9.5048,1.432746,9.095574,1.073416,-3.062826,85.45136,0.686967108,-1.038777391,1.33120344,0.66799364,-0.520313182,1.111191477,0.671891937,-0.578458629,1.071200876,0.672027965,-0.516490214,1.063298385,0.673763103,-0.491621426,1.077043646
90,Run10-2,Run10-2,45,2,-3,0.1232,0.0679,0.6599,0.149,79.08,,9.4298,1.437081,9.097565,1.101368,-3.065091,76.4011,0.669030138,-0.616050085,1.39123758,0.617259249,0.023694389,1.085250874,0.638587823,-0.108233219,1.081226961,0.637195325,-0.079003243,1.083202971,0.635498398,-0.045206111,1.091176994
92,run11-2,run11-2,1,-2,3,0.2022,0.253,0.4393,0.1055,48.63,,9.4813,1.420049,8.922806,1.203898,-2.704453,48.62664,0.720576083,-0.882735829,1.091295706,0.722380229,-0.796823277,0.827277145,0.718176466,-0.757756892,0.969290664,0.711727573,-0.689281564,1.049297394,0.707635232,-0.658679269,1.10528726
93,run11-2,run11-2,2,-1,3,0.1438,0.2394,0.4781,0.1387,56.26,,9.4401,1.424149,8.942046,1.20365,-2.756345,56.26278,0.627830156,-0.547439366,1.245246213,0.569488897,0.048346106,1.013215043,0.584490658,0.01582098,1.013212793,0.597065063,-0.008909141,0.949248182,0.598935991,0.01148583,0.959269674
94,run11-2,run11-2,3,0,3,0.1079,0.2247,0.4793,0.1881,59.75,,9.3278,1.430882,8.951978,1.24434,-2.757175,59.74762,0.608012797,-0.60391062,1.311296798,0.511866133,0.259719602,1.021282315,0.491634755,0.376934568,0.989298871,0.492584914,0.387406589,0.995209781,0.495140864,0.389644829,0.993284346
95,run11-2,run11-2,4,1,3,0.0743,0.2115,0.4438,0.2703,60.87,,9.1138,1.441678,8.950503,1.33807,-2.704481,60.86523,0.570853052,-0.520012458,1.221252403,0.441887025,0.438918819,0.943262933,0.436375013,0.473802491,0.915132012,0.44842495,0.446361776,0.911250273,0.466302891,0.406780761,0.893271393
96,run11-2,run11-2,5,2,3,0.0541,0.1918,0.3745,0.3796,68.81,,8.8071,1.457004,8.945995,1.479698,-2.606895,68.81409,,,,0.360703331,0.730703004,0.907286788,0.329696139,0.814055394,0.931298699,0.333717791,0.792283544,0.953296312,0.351145465,0.743905113,0.979289127
97,run11-2,run11-2,6,-3,2,0.3033,0.1987,0.4302,0.0678,51.77,,9.4933,1.420971,8.953638,1.188074,-2.720616,51.76874,0.678544564,-0.881899962,1.203229077,0.672894093,-1.065300959,0.929232701,0.687812286,-1.091741287,0.965227006,0.691589841,-0.733659773,0.971227006,0.692687753,-0.567154255,0.971241501
98,run11-2,run11-2,7,-2,2,0.2191,0.1881,0.4972,0.0956,55.9,,9.4941,1.423643,8.978578,1.162218,-2.808946,55.89688,0.698912651,-1.016105296,1.225169201,0.694316171,-0.937323236,0.959289268,0.702184581,-1.100567587,0.969264058,0.700639304,-0.971166221,0.967231247,0.700912524,-0.845610878,1.003229011
99,run11-2,run11-2,8,-1,2,0.1544,0.1669,0.5517,0.127,52.39,,9.4646,1.427915,9.006751,1.149976,-2.884849,52.39036,0.664854111,-0.95103126,1.151297192,0.641264415,-0.552901708,0.931275377,0.647413847,-0.619017773,0.931266313,0.635834016,-0.426149814,0.921288107,0.633164134,-0.337812613,0.993233464
100,run11-2,run11-2,9,0,2,0.1015,0.1495,0.5707,0.1783,48.52,,9.3636,1.434744,9.023182,1.179392,-2.909865,48.51796,0.642059193,-0.87027171,1.271290685,0.56179181,-0.061247384,0.911285639,0.553325382,0.034128302,0.935273849,0.556903592,0.065376822,0.945292334,0.558904132,0.073766433,0.983236927
101,run11-2,run11-2,10,1,2,0.0811,0.141,0.5254,0.2524,73.44,,9.1607,1.444422,9.016066,1.273236,-2.843493,73.43685,0.592936601,-0.647997195,1.157298612,0.44748794,0.470533513,0.955275692,0.437719123,0.516382686,0.953245143,0.43617871,0.529767609,0.921288397,0.442409573,0.518452401,0.939240002
102,run11-2,run11-2,11,2,2,0.0588,0.1365,0.4358,0.3689,72.69,,8.8345,1.459578,8.996725,1.433518,-2.711922,72.69406,,,,0.359770749,0.734799419,0.917278483,0.3374839,0.79448942,0.937162608,0.340576902,0.776341901,0.951200409,0.355832195,0.733346152,0.965280954
103,run11-2,run11-2,12,3,2,0.0417,0.1253,0.3351,0.4979,79.19,,8.4646,1.47679,8.97777,1.612804,-2.566649,79.19242,0.480708345,-0.133953311,1.261251772,0.318719103,0.935780909,0.937191506,0.302429418,0.945090579,1.011290259,0.306640034,0.896452581,1.031268323,0.320708621,0.835693535,1.059282023
104,run11-2,run11-2,13,-3,1,0.3362,0.1524,0.449,0.0624,52.51,,9.4766,1.424168,8.987366,1.176324,-2.765446,52.51271,0.70381129,-1.246925476,1.205297185,0.694119593,-1.443111419,0.965284456,0.702557196,-1.513720301,1.015262558,0.705430367,-1.27866953,1.055295363,0.704363354,-0.99043757,0.99328078
105,run11-2,run11-2,14,-2,1,0.2435,0.1388,0.5317,0.0859,51.62,,9.4978,1.426179,9.017466,1.135682,-2.87598,51.62281,0.716867093,-1.426928266,1.29128472,0.704656223,-2.29830102,1.039219985,0.712289104,,0.997203982,0.708242452,-2.194513362,1.005261438,0.702849072,-1.239610105,1.037297233
106,run11-2,run11-2,15,-1,1,0.1622,0.1254,0.596,0.1164,51.64,,9.4886,1.429598,9.044336,1.114524,-2.961796,51.63543,0.684589189,-1.121059074,1.341248881,0.657520379,-0.718004192,1.075257814,0.658929811,-0.678544561,1.021284716,0.656679744,-0.599813551,1.033245266,0.654404869,-0.522188106,1.019291842
107,run11-2,run11-2,16,0,1,0.11,0.1056,0.6252,0.1591,54.5,,9.4117,1.435349,9.064027,1.1297,-3.002161,54.50346,0.628097729,-0.606149084,1.243295187,0.575754525,-0.028272344,1.065238411,0.5844893,-0.019452585,1.047274383,0.609080377,-0.129413793,1.05928572,0.620702299,-0.164529661,1.019213885
108,run11-2,run11-2,17,1,1,0.0767,0.0953,0.6023,0.2257,60.87,,9.2462,1.444204,9.065792,1.201516,-2.967389,60.87188,0.625024712,-0.973096448,1.341277721,0.475008188,0.400072054,1.015290382,0.487726156,0.360399045,1.001222693,0.472583889,0.430364323,1.043254529,0.466340815,0.462785942,1.059275651
109,run11-2,run11-2,18,2,1,0.0628,0.1019,0.5044,0.3309,75,,8.9445,1.45714,9.036319,1.357198,-2.82164,74.99837,0.562175858,-0.5128784,1.301246526,0.363466955,0.718625973,0.987293378,0.357160943,0.735524286,1.009246526,0.358028424,0.731551494,0.983254326,0.36078103,0.723245017,1.035249151
110,run11-2,run11-2,19,3,1,0.0462,0.0917,0.3914,0.4706,81.67,,8.541,1.475541,9.012634,1.553858,-2.658111,81.45889,0.464058085,0.056335597,1.301216912,0.299432782,1.086911981,1.001289981,0.291520002,1.08114859,0.993052365,0.294646024,0.9915639,1.04328436,0.31388201,0.877417307,1.057199806
111,run11-2,run11-2,20,-3,0,0.3742,0.1144,0.455,0.0564,42.15,,9.4566,1.426808,9.012486,1.172404,-2.790106,42.15222,0.738583406,-0.665523913,0.291569945,0.704705986,-0.282286679,0.619259702,0.663970873,0.013010417,0.933281664,0.635072549,0.151976885,1.017275805,0.615144673,0.225282671,1.073245202
112,run11-2,run11-2,21,-2,0,0.2761,0.1084,0.5391,0.0763,75.09,,9.494,1.427711,9.038216,1.126782,-2.899786,75.09174,0.743743113,-1.390463322,1.351181355,0.731977634,-0.753032648,1.155215146,0.726137624,-0.566902185,1.123293369,0.722893935,-0.46538763,1.127236097,0.71646472,-0.356043867,1.103269963
113,run11-2,run11-2,22,-1,0,0.1827,0.0979,0.6123,0.1072,52.82,,9.4967,1.430879,9.066591,1.0991,-2.996212,52.81932,0.730594911,-1.688591012,1.361125168,0.704775444,-0.825483111,1.161282517,0.692063742,-0.599451017,1.135247709,0.686926371,-0.485095858,1.099273326,0.680944455,-0.404466371,1.097266037
114,run11-2,run11-2,23,0,0,0.1146,0.0824,0.6623,0.1406,42.43,,9.4626,1.43466,9.088243,1.090694,-3.063096,42.43331,0.703476191,-1.653960437,1.411259434,0.658429871,-0.650174207,1.151278571,0.653278205,-0.553589627,1.129284469,0.647905488,-0.463049054,1.119281542,0.643318343,-0.384853003,1.09321386
115,run11-2,run11-2,24,1,0,0.0795,0.07,0.6574,0.1931,48.5,,9.3412,1.441793,9.096029,1.138204,-3.05476,48.50457,0.65166707,-1.108047979,1.371268812,0.515092135,0.22842235,1.175209781,0.488649504,0.367227174,1.141224818,0.485200558,0.389284823,1.109287292,0.482988705,0.409821138,1.093224818
116,run11-2,run11-2,25,2,0,0.0603,0.0688,0.584,0.2869,56.32,,9.079,1.453687,9.077893,1.267728,-2.945978,56.32063,0.612666085,-0.735162695,1.341275501,0.419613817,0.56974302,1.163232415,0.400901348,0.622660117,1.071238611,0.394346682,0.641666472,1.107293073,0.394609417,0.643068588,1.061296981
117,run11-2,run11-2,26,3,0,0.0512,0.0723,0.4638,0.4127,62.15,,8.7107,1.469614,9.044527,1.456826,-2.769434,62.14824,0.552970457,-0.645184706,1.291288068,0.326536058,0.834019037,1.16127079,0.303890965,0.881027617,1.175288068,0.311480293,0.846179553,1.085294512,0.319257168,0.823350451,1.085255688
118,run11-2,run11-2,27,-3,-1,0.4153,0.0994,0.439,0.0463,46.51,,9.4458,1.427367,9.017365,1.178264,-2.77686,46.51086,0.73123142,-2.434798333,1.391240931,0.719033289,,1.081147444,0.718443106,-2.583980583,1.067294279,0.718152602,-1.521771179,1.067289442,0.716889774,-1.138714588,1.073263629
119,run11-2,run11-2,28,-2,-1,0.3132,0.0937,0.5264,0.0667,53.51,,9.4867,1.428376,9.044701,1.130706,-2.890892,53.50731,0.726904584,-1.335202729,1.281202617,0.726403447,,1.069269287,0.73380922,,1.04327116,0.73531592,,1.07723044,0.733986935,,1.073285981
120,run11-2,run11-2,29,-1,-1,0.2173,0.0732,0.615,0.0945,49.41,,9.4992,1.431507,9.081611,1.090252,-3.011676,49.40656,0.741853489,-1.793017042,1.371246147,0.735806843,,1.067218479,0.745231019,,1.041285376,0.74455513,,0.989295637,0.744249546,,1.015295637
121,run11-2,run11-2,30,0,-1,0.133,0.0667,0.6788,0.1215,42.25,,9.5025,1.433786,9.103137,1.06555,-3.094204,42.25381,0.727464046,-2.035006713,1.451284535,0.707274354,-1.15736779,1.055259605,0.715779469,-1.443781144,1.07528162,0.711372572,-1.213485075,1.075284535,0.710912861,-1.238530621,1.085237464
122,run11-2,run11-2,31,1,-1,0.0874,0.0536,0.6995,0.1595,54.48,,9.4341,1.438731,9.117228,1.082466,-3.121503,54.48041,0.5801169,0.041982881,1.243276301,0.43406695,0.565557836,1.123270635,0.417455102,0.603568781,1.105274394,0.415534928,0.608754736,1.091185591,0.41791629,0.605031218,1.09328006
123,run11-2,run11-2,32,2,-1,0.0609,0.0549,0.6538,0.2304,60.56,,9.2479,1.447327,9.104792,1.172822,-3.051164,60.56258,0.611272922,-0.614405381,1.281288372,0.458481784,0.471183339,1.171279954,0.440979272,0.531053266,1.149225508,0.441377316,0.532996221,1.147286252,0.444368547,0.530974677,1.129235804
124,run11-2,run11-2,33,3,-1,0.0507,0.0578,0.5548,0.3367,66.66,,8.9392,1.460739,9.077327,1.330716,-2.905374,66.66188,0.603784924,-0.93351651,1.341240938,0.376135646,0.682857266,1.205280268,0.346542955,0.754729432,1.175264069,0.340858393,0.765571471,1.167204007,0.346217703,0.750347566,1.157178675
125,run11-2,run11-2,34,-3,-2,0.449,0.0801,0.4301,0.0408,46.62,,9.4286,1.428677,9.026873,1.183152,-2.774077,46.61654,0.747825551,-1.393728003,1.219297501,0.724168581,-1.143793801,1.021294266,0.721088648,-0.990385901,1.049299119,0.718130727,-0.833154674,1.095200241,0.716249094,-0.676744486,1.073289418
126,run11-2,run11-2,35,-2,-2,0.3492,0.0742,0.5168,0.0598,,,9.4714,1.429564,9.05413,1.13502,-2.887472,,,,,,,,,,,,,,,,
127,run11-2,run11-2,36,-1,-2,0.2439,0.0637,0.6061,0.0863,,,9.4972,1.431638,9.085016,1.091608,-3.005155,,,,,,,,,,,,,,,,
128,run11-2,run11-2,37,0,-2,0.1574,0.0507,0.6874,0.1045,,,9.5291,1.433184,9.115209,1.047826,-3.11457,,,,,,,,,,,,,,,,
129,run11-2,run11-2,38,1,-2,0.1003,0.049,0.7185,0.1322,,,9.5031,1.435762,9.124937,1.04721,-3.152147,,,,,,,,,,,,,,,,
130,run11-2,run11-2,39,2,-2,0.0685,0.0464,0.7067,0.1784,,,9.3963,1.441314,9.123825,1.093266,-3.131313,,,,,,,,,,,,,,,,
131,run11-2,run11-2,40,3,-2,0.0554,0.0465,0.6405,0.2577,,,9.1725,1.451496,9.107578,1.205828,-3.033672,,,,,,,,,,,,,,,,
132,run11-2,run11-2,41,-2,-3,0.3802,0.0635,0.5061,0.0501,,,9.4685,1.42953,9.056882,1.136528,-2.879082,,,,,,,,,,,,,,,,
133,run11-2,run11-2,42,-1,-3,0.2754,0.0611,0.5884,0.075,,,9.4986,1.430839,9.08084,1.095882,-2.984417,,,,,,,,,,,,,,,,
134,run11-2,run11-2,43,0,-3,0.1872,0.0526,0.6691,0.0912,,,9.5402,1.43206,9.109853,1.05061,-3.091886,,,,,,,,,,,,,,,,
135,run11-2,run11-2,44,1,-3,0.1196,0.037,0.7293,0.1141,,,9.5381,1.434635,9.135112,1.026418,-3.173869,,,,,,,,,,,,,,,,
136,run11-2,run11-2,45,2,-3,0.0804,0.0385,0.7337,0.1475,,,9.4781,1.43823,9.1366,1.04982,-3.174552,,,,,,,,,,,,,,,,
138,Run12,Run12,1,-2,3,0.1465,0.5444,0.0746,0.2346,,,9.1507,1.415462,8.645856,1.536408,-2.086459,76.6055,0.572656101,-0.422811564,0.919274644,0.457231366,0.439424823,0.859293236,0.438778812,0.517875446,0.871237413,0.437046506,0.531640483,0.849271962,0.434351106,0.545005593,0.831295894
139,Run12,Run12,2,-1,3,0.1082,0.5551,0.0943,0.2423,,,9.1639,1.414664,8.642826,1.526196,-2.106244,74.55309,,,,0.474585813,0.316567634,0.957159095,0.477929645,0.360295034,0.965277932,0.478962012,0.405781668,0.917252062,0.48483238,0.40066851,0.931246844
140,Run12,Run12,3,0,3,0.0808,0.5361,0.1358,0.2474,,,9.178,1.416393,8.667654,1.502522,-2.168325,70.85269,,,,0.472973442,0.28888414,0.953266699,0.468812891,0.350590928,0.903293744,0.480984576,0.356147324,0.877256851,0.483832062,0.383714675,0.905144124
141,Run12,Run12,4,1,3,0.056,0.5051,0.1957,0.2432,,,9.2144,1.417379,8.702109,1.459028,-2.260177,64.30376,0.635104485,-0.937763236,0.751280966,0.526330191,0.105321513,0.939187468,0.512311581,0.21617907,0.88528984,0.508328564,0.262137995,0.86128984,0.507088211,0.295911538,0.833267527
142,Run12,Run12,5,2,3,0.0432,0.4529,0.268,0.2359,,,9.2491,1.419828,8.753921,1.406994,-2.377836,67.34544,,,,0.458452138,0.394949933,0.923217165,0.430944144,0.515136874,0.913298727,0.414899845,0.57628503,0.873298727,0.416336977,0.581142837,0.915289359
143,Run12,Run12,6,-3,2,0.2389,0.4308,0.0492,0.2811,,,8.9178,1.431165,8.708999,1.60816,-2.094162,68.48644,0.564999414,-0.553915617,1.191296329,0.442889395,0.465041109,0.967244047,0.424829505,0.540983523,0.923296329,0.427540461,0.547043745,0.919277331,0.433597469,0.542627989,0.927274934
144,Run12,Run12,7,-2,2,0.1764,0.426,0.0821,0.3154,,,8.8764,1.434568,8.720305,1.611778,-2.13425,61.57811,,,,0.378722264,0.66799288,0.899281773,0.36466757,0.714509365,0.891262499,0.368187286,0.703762838,0.927294563,0.380130718,0.673383979,0.919277462
145,Run12,Run12,8,-1,2,0.1294,0.4334,0.1083,0.3288,,,8.8832,1.434852,8.722925,1.602074,-2.163588,68.79986,0.526680159,-0.717154157,1.171274819,0.383673791,0.646777475,0.947189232,0.368143779,0.704884893,0.907277227,0.3648133,0.713608756,0.939215376,0.370439184,0.69784049,0.911260509
146,Run12,Run12,9,0,2,0.0919,0.4174,0.1613,0.3294,,,8.9199,1.435442,8.748057,1.565722,-2.239879,66.98917,0.548483265,-0.740443175,1.149282449,0.360685696,0.730644589,0.931189468,0.3328871,0.810792654,0.925287138,0.334357039,0.798366405,0.911256926,0.338281693,0.781567936,0.937208225
147,Run12,Run12,10,1,2,0.0624,0.376,0.2307,0.3309,,,8.9449,1.437945,8.792478,1.521362,-2.347971,67.50451,0.562546126,-1.01326024,1.24126591,0.375271312,0.679697344,0.937244849,0.352388744,0.756610258,0.919291697,0.350174043,0.75843752,0.953214269,0.355171255,0.739759015,0.94322372
148,Run12,Run12,11,2,2,0.0447,0.3377,0.3148,0.3028,,film removed ,9.0469,1.436619,8.83865,1.44201,-2.478162,67.92093,0.57210535,-1.453343152,1.281298716,0.390582175,0.626452784,0.967242199,0.364964474,0.714315061,0.955286959,0.364159237,0.715188203,1.013275141,0.368139066,0.703750994,0.947270454
149,Run12,Run12,12,3,2,0.0312,0.2852,0.3979,0.2857,,,9.1117,1.437801,8.893466,1.374186,-2.611467,64.24023,0.582525035,-0.987031215,1.291174089,0.399731079,0.60191292,0.963278736,0.398708419,0.61271458,0.943256445,0.396052656,0.626444821,0.967222912,0.39818098,0.626564672,0.983218415
150,Run12,Run12,13,-3,1,0.267,0.3257,0.0547,0.3526,,,8.6752,1.448379,8.776361,1.676004,-2.135499,63.23111,0.553246794,-0.600280839,1.341232975,0.405133167,0.584442019,0.985274708,0.401456744,0.606580915,0.99724619,0.398026133,0.622846545,1.025232975,0.40829243,0.60171471,0.997162788
151,Run12,Run12,14,-2,1,0.2019,0.3251,0.0794,0.3937,,,8.618,1.452604,8.784709,1.690838,-2.162579,65.97218,0.53190988,-0.53170869,1.281273611,0.359003939,0.735553624,1.003268993,0.351605924,0.754429535,0.971220833,0.351525441,0.750620121,0.987243858,0.359644013,0.725781925,0.979191146
152,Run12,Run12,15,-1,1,0.1513,0.3178,0.1059,0.4251,,,8.5744,1.456185,8.796704,1.69737,-2.195964,72.66528,0.55326114,-1.050610716,1.311207715,0.364813508,0.716598076,0.965293584,0.350446202,0.756641848,1.009243176,0.361327925,0.722557876,1.051270934,0.371681241,0.694699144,1.001283505
153,Run12,Run12,16,0,1,0.109,0.3007,0.1574,0.4329,,,8.5923,1.457408,8.820393,1.667746,-2.269294,82.27236,0.575728085,-0.708937661,1.411195514,0.415426174,0.495981305,1.179193046,0.399957876,0.582431475,1.075261332,0.397549967,0.611658079,1.109275647,0.408189514,0.594062588,1.115287001
154,Run12,Run12,17,1,1,0.0715,0.271,0.2303,0.4273,,,8.6476,1.458151,8.85933,1.613626,-2.378276,70.98387,0.518855743,-0.520546339,1.301291269,0.344855559,0.806629,0.987264153,0.323865286,0.865619402,0.969281402,0.325796458,0.837230159,1.011197783,0.335054499,0.797007741,1.035254357
155,Run12,Run12,18,2,1,0.0474,0.2412,0.3196,0.3919,,,8.7779,1.455153,8.901563,1.523396,-2.512731,82.13746,0.521056478,-0.558793691,1.341218684,0.345209725,0.799852763,0.947272813,0.326813154,0.851814726,1.045261395,0.325613484,0.837269974,1.039187472,0.33449358,0.798655639,1.035175972
156,Run12,Run12,19,3,1,0.0342,0.2018,0.416,0.3479,,,8.9211,1.451643,8.949787,1.42208,-2.661273,69.53129,0.571288069,-1.085572137,1.371183187,0.378579904,0.671659036,1.043284216,0.367684672,0.705624937,1.077235962,0.364181664,0.714490493,1.095296273,0.374874705,0.686913268,1.157180406
157,Run12,Run12,20,-3,0,0.3097,0.2335,0.0468,0.4101,,,8.461,1.463304,8.832863,1.740906,-2.156049,82.01649,,,,0.410473137,0.554191566,1.201164673,0.408039165,0.585219566,1.137244393,0.414701017,0.577968644,1.085264323,0.423098772,0.564656952,1.067162212
158,Run12,Run12,21,-2,0,0.3274,0.2254,0.0686,0.4686,,,9.1668,1.599488,9.64986,1.90576,-2.382094,76.1354,,,,0.372807608,0.688369197,1.179282717,0.359472822,0.732473948,1.12324838,0.374391561,0.6867646,1.147264216,0.376967626,0.680584972,1.119269546
159,Run12,Run12,22,-1,0,0.1704,0.2235,0.0999,0.5062,,,8.311,1.473569,8.853465,1.779744,-2.216131,79.07545,0.479448454,0.132581893,1.381295762,0.340961265,0.823904008,1.209175061,0.33222292,0.828114361,1.197249154,0.339283,0.786971392,1.13728205,0.35670567,0.735685832,1.147271058
160,Run12,Run12,23,0,0,0.1216,0.2101,0.1388,0.5296,,,8.2906,1.476715,8.873406,1.771702,-2.269667,94.00891,0.58426357,-2.216869253,1.521255816,0.419792436,0.533554097,1.371249329,0.419147568,0.561042227,1.381219998,0.414630368,0.584943727,1.401171208,0.435966093,0.541496788,1.381255816
161,Run12,Run12,24,1,0,0.0782,0.1889,0.2009,0.532,,film removed,8.3258,1.477501,8.902445,1.730488,-2.359361,64.85932,,,,0.338510323,0.803726199,1.205265041,0.323265002,0.836325771,1.13924701,0.320042116,0.829254243,1.181235789,0.327812951,0.801508349,1.155192982
162,Run12,Run12,25,2,0,0.057,0.1665,0.2785,0.498,,,8.449,1.474225,8.936945,1.649,-2.475185,74.8877,0.521445325,-0.488662455,1.321298585,0.334065475,0.834263287,1.119267424,0.312359305,0.884298568,1.139277833,0.31599516,0.852240773,1.187165951,0.32366497,0.823868364,1.157275212
163,Run12,Run12,26,3,0,0.0325,0.1485,0.3818,0.4372,,,8.6559,1.467091,8.975388,1.526438,-2.62658,74.91692,0.565863442,-0.853399443,1.37127258,0.346313428,0.780012365,1.121290785,0.329787883,0.822479962,1.177189123,0.326630548,0.819591525,1.13127258,0.332881979,0.796858836,1.157298584
164,Run12,Run12,27,-3,-1,0.3487,0.1658,0.0403,0.4453,,,8.3164,1.473399,8.873434,1.783354,-2.17104,67.20223,0.398439539,0.630501466,1.039222045,0.420291729,0.581824068,1.071280108,0.412536953,0.604653434,1.08523347,0.422640805,0.5865898,1.095254437,0.430998169,0.573481202,1.077270767
165,Run12,Run12,28,-2,-1,0.2591,0.1626,0.0641,0.5142,,,8.1983,1.480646,8.881637,1.821162,-2.193691,72.07521,0.520542622,-0.404215312,1.235281116,0.333196268,0.829198768,1.025231096,0.330693642,0.819219333,1.079266125,0.341855599,0.775185215,1.071263602,0.353374387,0.739965262,1.001293636
166,Run12,Run12,29,-1,-1,0.1853,0.1616,0.0819,0.5712,,,8.1011,1.48665,8.887633,1.85373,-2.209449,81.5971,0.508847428,-0.229851972,1.311247533,0.324492458,0.838139767,1.061111511,0.312811146,0.857847941,1.083256019,0.325367496,0.817471205,1.107264505,0.341189975,0.771429897,1.153202083
167,Run12,Run12,30,0,-1,0.1339,0.1461,0.111,0.609,,,8.0391,1.491621,8.905478,1.864606,-2.248788,84.51942,0.490939506,-0.138504694,1.261236864,0.315336273,0.893297374,0.953286646,0.299828516,0.926270364,1.089254444,0.314979655,0.862164005,0.993274982,0.32164971,0.834943368,1.031298403
168,Run12,Run12,31,1,-1,0.0845,0.1323,0.1546,0.6286,,,8.0297,1.494147,8.926002,1.849954,-2.308956,88.53985,0.569508825,-0.64955051,1.261267594,0.382244498,0.663480171,1.159083077,0.371005471,0.69635035,0.971286011,0.354997611,0.741830632,1.069252277,0.340543396,0.77666293,1.127258386
169,Run12,Run12,32,2,-1,0.0586,0.1262,0.2125,0.6028,,,8.134,1.490844,8.946055,1.78747,-2.391204,,,,,,,,,,,,,,,,
170,Run12,Run12,33,3,-1,0.0384,0.1138,0.3177,0.53,,,8.3706,1.48156,8.979627,1.652822,-2.543966,90.01123,0.49901568,-0.222672655,1.139273357,0.298047225,0.988669726,1.005282718,0.286813187,1.018248724,1.029036267,0.311071848,0.922823967,1.075185686,0.306723585,0.912595517,1.077251484
171,Run12,Run12,34,-3,-2,0.3825,0.1256,0.0314,0.4604,,,8.2353,1.478568,8.894314,1.807352,-2.173701,,,,,,,,,,,,,,,,
173,Run12,Run12,36,-1,-2,0.1988,0.1146,0.0741,0.6124,,,7.963,1.495424,8.914183,1.898894,-2.212978,78.58368,0.497123271,-0.097700434,0.867284912,0.314814309,0.892175829,0.949279411,0.305485065,0.898513281,0.875298515,0.317490424,0.85014905,0.967216701,0.329243099,0.809885766,0.875298515
174,Run12,Run12,37,0,-2,0.1375,0.1015,0.094,0.667,,,7.8615,1.502355,8.92912,1.92983,-2.23713,87.8416,0.50642781,-0.337005899,1.007273999,0.320627589,0.910440659,0.865118168,0.314493353,0.906837998,0.96326785,0.319232144,0.870911882,0.887283134,0.331603468,0.819786664,0.929249579
175,Run12,Run12,38,1,-2,0.0943,0.0959,0.1192,0.6906,,,7.8339,1.504951,8.939632,1.930846,-2.26919,85.05946,0.467092032,0.00786368,0.983271845,0.294224319,1.050304513,0.903298392,0.287435412,1.056470787,0.945145192,0.297994612,0.973945245,0.919215791,0.305879145,0.935006608,0.867180066
176,Run12,Run12,39,2,-2,0.0639,0.0957,0.1638,0.6766,,,7.9063,1.502537,8.951658,1.88667,-2.32966,80.87077,0.501269833,-0.049347335,0.921292859,0.293123,0.980976798,0.95525075,0.293508346,0.989257535,0.95923959,0.302087683,0.938743325,0.979219938,0.313523575,0.884964151,0.987295665
